품목일련번호,품목명,큰제품이미지
200502109,푸로케어정(피나스테리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v26j
200503334,가스트릭캡슐(록사티딘아세테이트염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXogawhInL
200511380,타렉필름코팅정40밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8nQbYPpVg
200604160,비엠진정(펜터민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150946447752800077
200604199,암로텐정(암로디핀니코틴산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577167067000045
200500657,바론틴캡슐300밀리그람(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oen3FBnXbp
200512277,지펜틴캡슐(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577171452800115
200501038,태극가바펜틴캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NfO5kqXQCV
200501158,데코라펜정150mg(덱시부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500121
200511059,리리카캡슐300밀리그램(프레가발린),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N_xmK9IfiM
200410825,디피온정(디에틸프로피온염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500130
200512191,삼아치옥트산에이취알정(티옥트산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEz1O
200500391,국제로잘탄정50밀리그램(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OcpfU1BiPn
200501955,로자정(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeZGe
200512149,자니로정10밀리그램(졸피뎀타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609525998000030
200500780,팜비탈정250밀리그램(팜시클로비르),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OrAg2v1dWq
200511325,노자임캡슐(판크레아틴장용성제피정),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500148
200600225,레보테놀정12.5밀리그람(에스아테놀롤),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500151
200605332,파록실씨알정12.5밀리그람(염산파록세틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800436258900066
200704765,코비스크정(암로디핀베실산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150946223524500037
200502010,노바핀정(암로디핀말레산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOrhdcAxiq
200410088,카듀엣정5mg/20mg(암로디핀베실산염|아토르바스타틴칼슘삼수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N_xmK9IfhX
200410823,펜키니정(펜터민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333323956000116
200500719,판토프라정20밀리그람(판토프라졸나트륨세스키히드레이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OiZHqXPSmH
200503807,일양바이오레바미피드정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6HBY
200800233,넥사바정200밀리그램(소라페닙토실레이트(미분화)),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154597923621100031
200604167,펜홀드정(펜디메트라진타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NSgQ0pOItT
200705479,엑토린정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OcpfU1BiQv
200703204,액타존정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600173
200704321,아토스정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRA-
200703463,피오스타정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P3diGKSCsN
200704285,액티라존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbR9_
200700868,피오타존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRBH
200703464,피그리온정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRD8
200703459,피오리타정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333342488200058
200704960,글리액트정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OSWzHKsw1t
200703876,피오글루정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1McEBdO4BoF
200703249,피오글정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800440581800058
200703601,피그존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OnWl157lcU
200702697,글레존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRIR
200702692,피오벡스정15mg(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRJS
200703202,피오글리정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MhfYG_kzlR
200701043,피타존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRJA
200705049,글루토스정15밀리그램(염산피오글리타존),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428263322300027
200704317,피오틴정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUEgD
200703229,피오렉스정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbR7r
200704284,피글리정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRKI
200706386,영진글리트존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRKa
200703261,글리타존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp54j
200703236,피오메드정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OM2GQpPV5z
200706313,액피오정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRK0
200704316,글루타존정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146537630370600179
200704291,피오글라정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRGI
200703231,다이엑스정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428263322300076
200700874,글리케어정15밀리그램(염산피오글리타존),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428263322300079
200202822,네오키디츄어블정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333336303100090
200404141,인스메토린정(메토카르바몰),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333330132500109
200403046,리바텐더에스연질캡슐(수출명:HEPADUSE)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653000721000049
200301590,뉴텍신캡슐(은교산건조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672201851500071
200300058,콜가캅셀,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400149
200501661,뉴란스플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151914121291300050
200402560,다우제큐정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400161
200401876,뉴마르딘정(방풍통성산건조엑스(4.6→1)),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MeGuNe7Nx6
200103425,칼비엠연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400170
200202802,쿨넥신캡슐(은교산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv5PQjxqFD
200605374,브이텐연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400176
200400738,동화실마딘연질캡슐(수출명:CANDINILsoftcap),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152035082651700062
200401161,신디풀연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400187
200101517,라니쿨정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400190
200704597,산도스졸피뎀정10mg(주석산졸피뎀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ObtnU0cxZh
200400085,반사신정(반하사심탕연조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400196
200611316,바로스크정5밀리그람(암로디핀베실산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOrhdcAxQY
200200134,향감캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900002
200300808,발렌시아연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809062320700184
200301810,점프키츄어블정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900023
200403625,푸푸에프연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Og9J5dfYxk
200706400,엔티스캡슐(포도엽건조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900029
200300219,덴티프리캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900035
200301913,하디코프에프정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OeD8xwOrPi
200502946,진센타민연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900041
200707458,크래리신정500밀리그램(클래리트로마이신),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900044
200301828,모아리버연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918900046
200511102,에스파이트골드디엑스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428176100000033
200501032,애니텐션정(말레인산암로디핀)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428176100000039
200300786,토비코민-큐정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609801683000141
200600573,훼리너프캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6C4P
200400014,유로베린정(프로피베린염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800415214900026
200610878,씬스펜정(펜터민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428176100000061
200503401,이반청정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428176100000064
200001588,크레안에프정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148742757937100019
200503238,에니틴정(암로디핀말레산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFsBNH
200501583,애드본정70밀리그램(알렌드론산나트륨삼수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlEDCLystk
200500618,바이넥스글루코사민500캡슐(결정황산글루코사민),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369795248800070
200500134,에르카핀정(레르카니디핀염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369795248900003
200500258,자이데나정100밀리그램(유데나필),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428176100000093
200502247,안티펜정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148777813767300008
200500181,팜노바정250mg(팜시클로비르),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428176100000100
200502710,파메트정(토피라메이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150194764897400115
200404684,제뉴원탈니플루메이트정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ng1bQNO9TV
200501425,시메트롬정(브롬화시메트로피움),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428176100000118
200503571,뉴빅캡슐(멜록시캄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428176100000132
200502213,펙소나딘정180밀리그램(펙소페나딘염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZNf
200502154,포사렌드정(알렌드론산나트륨수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlEDCLysrM
200503794,일양바이오염산테르비나핀정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800431864400074
200600128,바이코자정(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ONpCOpRcsy
200209894,케프라정500밀리그램(레비티라세탐),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v4sp
200606210,하루날디정0.2밀리그램(탐스로신염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NB2DoAuQxN
200600827,루자탄정50밀리그램(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400050
200600722,세이브론캡슐(수출명:SEIBRONCapsule),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400056
200600417,유바톤정(이토프리드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400062
200600427,이토정(이토프리드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Qnl
200600325,이토리드정(이토프리드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400068
200500283,치오캄정(티옥트산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEzJy
200502600,티오시드에이취알정600밀리그램(티옥트산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NS5ZX4TpaV
200603850,라믹탈츄어블정5밀리그램(라모트리진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400089
200210513,라파뮨정1밀리그램(시롤리무스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577176199300017
200606515,고려레보설피리드정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400095
200600419,캐치콘정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400098
200703082,자로탄정50밀리그램(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXnTn8Mshl
200604282,자르탄정(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OcpfU1BiRB
200604178,로사르정50밀리그램(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148665488323600122
200600115,올메텍정40밀리그램(올메사르탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ONpCOpRc-3
200604227,클로펙트정(클로피도그렐황산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400113
200604239,크리빅스정(클로피도그렐황산수소염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151939939483200027
200604193,이토라제정(이토프리드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333342488200052
200703230,글리타정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRH8
200703873,그루타존정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXnTn8Msaj
200704286,피오졸정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428263322300094
200704287,피오론정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154246922660600015
200703458,피오민정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ONpCOpRdS9
200704290,피오리돈정15밀리그램(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRDQ
200701042,팩토스정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OZV2pPArgb
200703462,피오나정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om1lMqbRCs
200703164,그랑파제에프정(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1M_EjDf5d_I
200701824,푸라칸정150밀리그람(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8w3
200600394,뉴로셉트정10밀리그램(도네페질염산염일수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ok67C_iuOd
200701233,하이도네정10밀리그램(도네페질염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzOFA
200600181,알셉트정(도네페질염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800436258900168
200500153,쿨노즈캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428263322300142
200702195,안국카르베딜롤정12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834121591000010
200704942,비씨아테놀올정50mg,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148950600890800070
200701917,로사맥스플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428263322300151
200702200,알보젠카베디롤정12.5밀리그램(카르베딜롤),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ONpCOpRdMp
200500400,베글리스정(보글리보스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OtGiHsZj_O
200802221,유러클캡슐(세파클러),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp4Aa
200600466,프라빅정(클로피도그렐황산수소염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428263322300175
200200286,진콜드정80밀리그람(은행엽엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428263322300178
200702328,레브론정(레보드로프로피진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OpUNcKXinY
200702448,엘피진정(레보드로프로피진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428263322300184
200302383,알피코연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900050
200201645,한신카스롱정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900053
200401917,스토판정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900059
200502960,알부코민연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725972805200110
200003084,은삼캅셀,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611724261800124
200103023,나노베시캅셀,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611575397700093
200607736,덴타자임캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900074
200100772,케이투연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151914121291300104
200300070,비트콜정(갈근탕),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900086
200709636,트라치산트로키(염산리도카인),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MaAIzBwRjM
200403718,덴티몬캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900098
200100776,덴티넥스캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661645879900107
200302707,알레오캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900104
200301902,이지덴캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672206274500069
200706788,플루카졸캡슐150밀리그램(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8hj
200710213,라실레즈정300밀리그램(알리스키렌헤미푸마르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900119
200600717,박시딘정(라시디핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900122
200402585,알레스탑-에스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599016029800071
200403602,브로미톨연질캡슐(미르톨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661657839800129
200705215,판토시드정20밀리그램(판토프라졸나트륨세스키히드레이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUHa_
200605443,하이페질정10밀리그램(도네페질염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333330132400030
200400078,드라코에스캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672206274400003
200200135,디프콜캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900146
200710212,라실레즈정150밀리그램(알리스키렌헤미푸마르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152164682777400017
200704253,케록시캄캡슐15밀리그램(멜록시캄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900158
200401983,한신후레시모닝캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900161
200605535,아리페정(도네페질염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834135052700019
200403679,써큐톤연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725972805200152
201400024,토파씬정(토피라메이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031252771400038
201310644,본본연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723205468400045
201000979,탑스타틴정20밀리그램(로수바스타틴칼슘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723190197300190
201000978,탑스타틴정10밀리그램(로수바스타틴칼슘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723190197300184
201403151,토피렉스정25밀리그램(토피라메이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426883768200123
201403522,판베린연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426900322900050
201402986,유로나정10mg(프로피베린염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426878513600178
201402910,아로밀-멕스서방정2/500밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426878513600075
201402158,세다코푸연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426862364000044
201403474,경남나프록센연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151810441495000045
201402848,팜젠시메티딘정200mg(시메티딘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O9V3DqJYTA
200608322,징코민플러스정120밀리그람(은행엽엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427852405800164
201403176,아모텐션정5밀리그램(암로디핀베실산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426883768200141
201403178,리피스틴정10밀리그램(아토르바스타틴칼슘삼수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MksuF0DVCt
201403179,리피스틴정20밀리그램(아토르바스타틴칼슘삼수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426883768200150
199801581,오르필서방정150밀리그램(발프로산나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427528056100154
201403177,아모텐션정10밀리그램(암로디핀베실산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426883768200144
201405290,보노맥스플러스디정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426964205900105
201405462,에피나시정1밀리그램(피나스테리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mva4bz2a8z
200404168,덴타-파워캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427858033600055
201100380,크리콕스캡슐200밀리그램(세레콕시브),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148604293243500031
201405000,휴팜시정250밀리그램(팜시클로비르),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152769484199600030
201404587,앤티시움정20mg(에스오메프라졸마그네슘삼수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MqVySVqRYk
201405598,무코레바정(레바미피드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426973872300053
201404542,트리코나정(이트라코나졸고체분산체),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426938187600045
201404437,세파론캡슐250밀리그램(세파클러수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426933077600028
201404405,위큐정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MksuF0DzBV
201404982,아리탈정(아세클로페낙),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426953978800099
201404844,앤디락생캡슐(바실루스리케니포르미스균),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426948856300099
201404795,삼성팜시클로버정(팜시클로비르),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426948856300024
201405841,레보모스정2.5/20밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426979745100105
201405840,레보모스정2.5/40밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426979745100095
201405839,레보모스정5/40밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426979745100092
201103473,피스타정2밀리그램(피타바스타틴칼슘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149805864617300093
200704813,헤모큐플러스캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723190197300072
201405704,명문알프라졸람정0.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148717327956500022
201405703,명문알프라졸람정0.25밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148704361517400098
201100797,올메론플러스정20/12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426533551600087
201405040,셀비콕스캡슐200밀리그램(세레콕시브),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723201580000063
200900376,위티렌정(애엽95%에탄올연조엑스(20->1)),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723201580000072
201500622,아셀렉스캡슐2밀리그램(폴마콕시브),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427000324100031
201500166,혈앤보연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426989724000154
201406156,디아세론캡슐50밀리그램(디아세레인),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426985017000173
201405094,쎄레민캡슐(세레콕시브),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426959368900104
201405966,피나스칸정5mg(피나스테리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6ChP
201500113,세프록틸정(세프포독심프록세틸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Md8mOUAcBW
201500119,치옥타드정200mg(티옥트산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426989724000136
201501709,부광로수바스타틴칼슘정20밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427032054000034
